"name","name_en","amenity","building","healthcare","healthca_1","operator_t","capacity_p","addr_full","addr_city","source","name_fr","osm_id","osm_type","geometry","lon","lat"
"CSPS de Kamsé",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8684222436,"nodes",c(-2.0926702, 12.0528875),-2.0926702,12.0528875
"Depot pharmaceutique urbain",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,4452915137,"nodes",c(-1.5248155, 12.3718701),-1.5248155,12.3718701
"Pharmacie de la Savane",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,344230286,"nodes",c(-1.5208938, 12.3769736),-1.5208938,12.3769736
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,5520559837,"nodes",c(-1.540253, 12.4058633),-1.540253,12.4058633
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,6973957713,"nodes",c(-2.5938383, 13.4021622),-2.5938383,13.4021622
"CSPS de Somiaga",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8564644231,"nodes",c(-2.4092808, 13.502371),-2.4092808,13.502371
"CSPS de Bembela",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8529501831,"nodes",c(-2.4858378, 13.5572881),-2.4858378,13.5572881
"Madame voyante",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8689854918,"nodes",c(-1.4171364, 12.4221601),-1.4171364,12.4221601
"Pharmacie NOOM-WENDE",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,6067382685,"nodes",c(-1.5379561, 12.319006),-1.5379561,12.319006
"Petit Samba",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3809362933,"nodes",c(-2.2867003, 13.0263784),-2.2867003,13.0263784
"Barma",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810396591,"nodes",c(-2.0619826, 13.2396849),-2.0619826,13.2396849
"CSPS de Bogolé",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5792620223,"nodes",c(0.5179051, 12.2900291),0.5179051,12.2900291
"Yandabili",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,5292099322,"nodes",c(0.3611663, 12.0620093),0.3611663,12.0620093
"SCSPS de Vohogdin",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5774672681,"nodes",c(0.232408, 11.6219094),0.232408,11.6219094
"Dépôt Pharmaceutique",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,5363715426,"nodes",c(0.3606034, 12.0622885),0.3606034,12.0622885
"Centre Hospitalier Régional FADA",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8096314517,"nodes",c(0.3536529, 12.0596696),0.3536529,12.0596696
"Centre medical Bethany",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8096314217,"nodes",c(0.3733222, 12.0344054),0.3733222,12.0344054
"Théresa",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,5245821214,"nodes",c(0.3507867, 12.0668269),0.3507867,12.0668269
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11188270715,"nodes",c(1.5308346, 11.8218081),1.5308346,11.8218081
"Pharmacie Wend Barka",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,8853935124,"nodes",c(0.0130979, 11.1087141),0.0130979,11.1087141
"Centre médical urbain",NA,NA,NA,"centre",NA,NA,NA,NA,NA,NA,NA,4452913956,"nodes",c(-1.5251451, 12.3721148),-1.5251451,12.3721148
"CSPS Namoungou",NA,NA,NA,"hospice",NA,NA,NA,NA,NA,NA,NA,6945866497,"nodes",c(0.6038886, 12.0223032),0.6038886,12.0223032
"CSPS Fada secteur 11",NA,NA,NA,"hospice",NA,NA,NA,NA,NA,NA,NA,6945886393,"nodes",c(0.3728445, 12.0618045),0.3728445,12.0618045
"CSPS Fada II",NA,NA,NA,"hospice",NA,NA,NA,NA,NA,NA,NA,6945886392,"nodes",c(0.3553605, 12.0596897),0.3553605,12.0596897
"CSPS Fada secteur 9",NA,NA,NA,"hospice",NA,NA,NA,NA,NA,NA,NA,6945873666,"nodes",c(0.372988, 12.0800625),0.372988,12.0800625
"Pharmacie Augustine",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,6123473086,"nodes",c(-1.5031566, 12.3257765),-1.5031566,12.3257765
"Garage et dépôt de véhicules",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,"survey",NA,4120707194,"nodes",c(-1.5006379, 12.33298),-1.5006379,12.33298
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13016314946,"nodes",c(-1.6800298, 12.3000978),-1.6800298,12.3000978
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,3807609946,"nodes",c(-3.1725413, 13.091785),-3.1725413,13.091785
"Lafiasso",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,"bing",NA,3631691987,"nodes",c(-3.0685462, 13.0690664),-3.0685462,13.0690664
"CSPS de Borékuy",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,7410008319,"nodes",c(-4.0595984, 12.9164583),-4.0595984,12.9164583
"CSPS de Passakongo",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,6033617039,"nodes",c(-3.4322915, 12.5115188),-3.4322915,12.5115188
"Pharmacie du dispensaire",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,964903658,"nodes",c(-3.3026866, 12.580706),-3.3026866,12.580706
"Kiembara",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807339682,"nodes",c(-2.7248112, 13.2430202),-2.7248112,13.2430202
"Phytofla Dr. DAKUYO",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,6044658177,"nodes",c(-1.4896433, 12.329985),-1.4896433,12.329985
"Centre Medical SOURCE D'ESPOIR",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,8243164819,"nodes",c(-1.5983066, 12.4230388),-1.5983066,12.4230388
"Pharmacie RAYIB-TIGA",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,"Pharmacie RAYIB-TIGA",4792065921,"nodes",c(-1.5077501, 12.4073949),-1.5077501,12.4073949
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13017460472,"nodes",c(-1.7082533, 12.2944371),-1.7082533,12.2944371
"Polyclinique International du Cœur",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9192857948,"nodes",c(-1.4937382, 12.3099336),-1.4937382,12.3099336
"Cabinet Médical les Opportunités",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,"survey",NA,2402478820,"nodes",c(-1.477169, 12.3774087),-1.477169,12.3774087
"Pharmacie du Jourdin",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,4123523273,"nodes",c(-1.4741128, 12.3730987),-1.4741128,12.3730987
"Dispensaire Noom Wende",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,"Dispensaire Noom Wende",4902180621,"nodes",c(-1.4726086, 12.3243998),-1.4726086,12.3243998
"Pharmacie Yennenga",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,2264369076,"nodes",c(-1.4880845, 12.35118),-1.4880845,12.35118
"Taoko",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,4123523274,"nodes",c(-1.4691459, 12.3872713),-1.4691459,12.3872713
"Pharmacie de la Fraternité",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,327179654,"nodes",c(-1.4764622, 12.3908138),-1.4764622,12.3908138
"Pharmacie Sotisse",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,3632530443,"nodes",c(-1.4685073, 12.3971219),-1.4685073,12.3971219
"Pharmacie Delwindé",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,3631687887,"nodes",c(-1.4721023, 12.4011373),-1.4721023,12.4011373
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13239555152,"nodes",c(-0.1192658, 12.232571),-0.1192658,12.232571
"CSPS de Tensobentinga",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,6090715838,"nodes",c(-1.3245982, 12.303823),-1.3245982,12.303823
"Ex Pharmacie de Pissy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,338682439,"nodes",c(-1.5631997, 12.335166),-1.5631997,12.335166
"Phcie Coura",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,8279019217,"nodes",c(-1.5207275, 12.3274061),-1.5207275,12.3274061
"Clinique Médicale Centre D'or",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,3704542714,"nodes",c(-1.5142287, 12.3289011),-1.5142287,12.3289011
"phamacie flayiri",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,"bing;survey",NA,3652703456,"nodes",c(-1.5088647, 12.3383643),-1.5088647,12.3383643
"Yati",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,3659806083,"nodes",c(-1.5055196, 12.3379203),-1.5055196,12.3379203
"Natilgé",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,"surrvey",NA,4123465214,"nodes",c(-1.481346, 12.3624307),-1.481346,12.3624307
"Pharmacie Ouedreago",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,338312139,"nodes",c(-1.4985111, 12.3354559),-1.4985111,12.3354559
"Clinique",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,NA,"Clinique Edgard Ouedraogo",6025219985,"nodes",c(-1.496957, 12.3226148),-1.496957,12.3226148
NA,NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,5416625544,"nodes",c(-1.6051825, 12.3334888),-1.6051825,12.3334888
"Pharmacie Taoko",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,327190129,"nodes",c(-1.4784469, 12.3877702),-1.4784469,12.3877702
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,629102047,"nodes",c(-1.4820831, 12.3901186),-1.4820831,12.3901186
"Arbollé",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3813910095,"nodes",c(-2.0316859, 12.8503),-2.0316859,12.8503
"Rakounga",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810744366,"nodes",c(-2.1992023, 12.7432401),-2.1992023,12.7432401
"Ouissiga",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3813805273,"nodes",c(-1.9098883, 12.8364967),-1.9098883,12.8364967
"CSPS",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,2852695440,"nodes",c(-2.0360536, 12.5836799),-2.0360536,12.5836799
"CSPS de Bladi",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5689112906,"nodes",c(-3.2972127, 12.4074801),-3.2972127,12.4074801
"Koumbara",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3809163030,"nodes",c(-3.3920146, 12.9087953),-3.3920146,12.9087953
"Minissia",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3809846359,"nodes",c(-2.4177804, 12.7985298),-2.4177804,12.7985298
"Latodin",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807464899,"nodes",c(-2.4608307, 12.9007474),-2.4608307,12.9007474
"Loungo",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807681863,"nodes",c(-2.4240581, 12.8788458),-2.4240581,12.8788458
"Bagaré",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807493631,"nodes",c(-2.5982458, 12.9150597),-2.5982458,12.9150597
"Zougo",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807681869,"nodes",c(-2.6209276, 12.7942777),-2.6209276,12.7942777
"Kalamtogo",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3807681861,"nodes",c(-2.5163362, 12.8484026),-2.5163362,12.8484026
"CSPS de Zougo",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5781821669,"nodes",c(-2.6206082, 12.794292),-2.6206082,12.794292
"Pharmacie Christ Roi",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,4236296806,"nodes",c(-4.2484981, 11.1767541),-4.2484981,11.1767541
"Dispensaire Urbain de Koudougou",NA,"doctors",NA,NA,NA,"public",NA,NA,NA,"bing2010",NA,2425951625,"nodes",c(-2.3664668, 12.2564873),-2.3664668,12.2564873
"CSPS de Ouayou",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4200099981,"nodes",c(-2.0032635, 11.7098391),-2.0032635,11.7098391
"CSPS de Bassi",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4335604947,"nodes",c(-2.2411915, 13.3252851),-2.2411915,13.3252851
"CSPS de Ramongo",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4885290529,"nodes",c(-2.2401441, 12.2193546),-2.2401441,12.2193546
"CSPS",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4888557757,"nodes",c(-2.2579486, 12.1817048),-2.2579486,12.1817048
"CSPS de Boudtenga",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4982194138,"nodes",c(-1.2664895, 12.4872754),-1.2664895,12.4872754
"CSPS de Namassa",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5780453833,"nodes",c(-2.0793074, 12.918287),-2.0793074,12.918287
"CSPS de Kirsi",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5782351504,"nodes",c(-1.9943538, 12.964828),-1.9943538,12.964828
"Pharmacie Teranga",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,322811260,"nodes",c(-1.4934187, 12.3817592),-1.4934187,12.3817592
"Pharmacie Sainte Trinité",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,3637404827,"nodes",c(-1.4883668, 12.3685354),-1.4883668,12.3685354
"Kaba",NA,"clinic",NA,"clinic",NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3813283244,"nodes",c(-2.0583808, 12.7228706),-2.0583808,12.7228706
"Pharmacie de l´avenir",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,322806278,"nodes",c(-1.4938723, 12.3751998),-1.4938723,12.3751998
"Cabinet médical",NA,"doctors",NA,"doctor",NA,NA,NA,NA,NA,"survey;bing",NA,3507046422,"nodes",c(-1.4910986, 12.3762443),-1.4910986,12.3762443
"Pharmacie Talba",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,322806719,"nodes",c(-1.4909633, 12.3762421),-1.4909633,12.3762421
"Centre Médical De Mahadaga",NA,"clinic",NA,NA,NA,"ngo",NA,NA,NA,"survey",NA,3743372147,"nodes",c(1.7641685, 11.7212118),1.7641685,11.7212118
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13022678821,"nodes",c(-1.716198, 12.2763301),-1.716198,12.2763301
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,"bing;survey",NA,3424408221,"nodes",c(0.0560616, 11.5036765),0.0560616,11.5036765
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13022678838,"nodes",c(-1.6758227, 12.2638466),-1.6758227,12.2638466
"NATILGE",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,6336006086,"nodes",c(-1.4833299, 12.3586322),-1.4833299,12.3586322
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13027170272,"nodes",c(-1.6470064, 12.2413719),-1.6470064,12.2413719
"Centre Médical",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13033804412,"nodes",c(-2.0372061, 12.4352708),-2.0372061,12.4352708
"CSPS de Sala",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8171370787,"nodes",c(-2.1895583, 11.9328128),-2.1895583,11.9328128
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11583873607,"nodes",c(1.8208753, 11.7341045),1.8208753,11.7341045
"Clinique ANAÏA",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,7463462285,"nodes",c(-1.594227, 12.3909416),-1.594227,12.3909416
"Dispensaire",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13261020981,"nodes",c(-0.1895088, 12.1992074),-0.1895088,12.1992074
"CSPS de Koroni",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,7402085668,"nodes",c(-3.9287254, 13.30587),-3.9287254,13.30587
"CSPS de Berma",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,7402098006,"nodes",c(-3.8450378, 13.3331033),-3.8450378,13.3331033
"les Tisserins",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,4123523275,"nodes",c(-1.4766689, 12.3704364),-1.4766689,12.3704364
"Ophtalmologie Medecin Généraliste",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,"survey",NA,4120707195,"nodes",c(-1.5003531, 12.3334779),-1.5003531,12.3334779
"Néonatologie",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,7409951929,"nodes",c(-4.7437529, 10.6431218),-4.7437529,10.6431218
"Consultation externe",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,7409936358,"nodes",c(-4.7442614, 10.6413161),-4.7442614,10.6413161
"Ophtalmologie",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,7409957668,"nodes",c(-4.7442882, 10.6410211),-4.7442882,10.6410211
"Urgences",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,7409944533,"nodes",c(-4.7451075, 10.6412598),-4.7451075,10.6412598
"Administration",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,7409917778,"nodes",c(-4.7433871, 10.6414169),-4.7433871,10.6414169
"Maternité",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,7409944884,"nodes",c(-4.7442154, 10.6427224),-4.7442154,10.6427224
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,5793036563,"nodes",c(-0.0102701, 12.18639),-0.0102701,12.18639
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13053646904,"nodes",c(-2.1119739, 12.4506177),-2.1119739,12.4506177
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13058427679,"nodes",c(-2.0914391, 12.3963493),-2.0914391,12.3963493
"CSPS de Tanvi",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,6235837136,"nodes",c(-1.3289917, 12.2480021),-1.3289917,12.2480021
"Dispensaire",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11551887037,"nodes",c(1.8769415, 11.8027844),1.8769415,11.8027844
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13062060680,"nodes",c(-2.076467, 12.3705285),-2.076467,12.3705285
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13301791740,"nodes",c(-2.3123941, 12.5315653),-2.3123941,12.5315653
"Pharmacie des Ecoles",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,4078074523,"nodes",c(-1.5162101, 12.3818477),-1.5162101,12.3818477
"Tougan.urbain",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3809255394,"nodes",c(-3.058499, 13.070659),-3.058499,13.070659
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,11546105832,"nodes",c(1.9142255, 11.8370962),1.9142255,11.8370962
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13058779791,"nodes",c(-2.1098417, 12.3790982),-2.1098417,12.3790982
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12229587084,"nodes",c(-1.4273161, 11.8813464),-1.4273161,11.8813464
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13077981112,"nodes",c(-2.207136, 12.3918642),-2.207136,12.3918642
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13076217899,"nodes",c(-2.2054247, 12.3592185),-2.2054247,12.3592185
"CSPS de Foubé",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5652614289,"nodes",c(-0.9270358, 13.851897),-0.9270358,13.851897
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13081354991,"nodes",c(-2.1888274, 12.4604396),-2.1888274,12.4604396
"konga",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3808329044,"nodes",c(-2.878545, 13.4948824),-2.878545,13.4948824
"CSPS de Ouintokoulga",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5766440246,"nodes",c(-0.7911108, 13.3714582),-0.7911108,13.3714582
"CSPS de Zinbéogo",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5651463790,"nodes",c(-0.7431275, 13.8713378),-0.7431275,13.8713378
"CSPS de Derhogo",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8462502006,"nodes",c(-2.3335393, 13.8365056),-2.3335393,13.8365056
"Mutuelle de santé",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,11544954608,"nodes",c(-1.6303697, 12.1799002),-1.6303697,12.1799002
"Centre de Dépistage et de Prise en Charge Précoce des Cancers Gynécologiques",NA,NA,NA,"centre",NA,NA,NA,NA,NA,NA,NA,11545000571,"nodes",c(-1.6289377, 12.1888652),-1.6289377,12.1888652
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13085498323,"nodes",c(-2.1606293, 12.4188566),-2.1606293,12.4188566
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13087182342,"nodes",c(-2.1590093, 12.3660746),-2.1590093,12.3660746
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13090569400,"nodes",c(-2.4503723, 12.577383),-2.4503723,12.577383
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12677093181,"nodes",c(-1.3171832, 12.0076172),-1.3171832,12.0076172
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13327801141,"nodes",c(-0.1496351, 12.2747589),-0.1496351,12.2747589
"Dispensaire",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,964903659,"nodes",c(-3.302526, 12.5806221),-3.302526,12.5806221
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13336356583,"nodes",c(-0.0920936, 12.299419),-0.0920936,12.299419
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13351452749,"nodes",c(-0.205657, 12.2810044),-0.205657,12.2810044
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13111110605,"nodes",c(-2.3668054, 12.5821487),-2.3668054,12.5821487
"Medecine",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,6479353091,"nodes",c(-4.7428516, 10.6420456),-4.7428516,10.6420456
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12231947089,"nodes",c(-1.3003323, 12.1088162),-1.3003323,12.1088162
"Dispensaire",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12231836601,"nodes",c(-1.2393442, 12.0860385),-1.2393442,12.0860385
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13119019170,"nodes",c(-1.2246913, 11.9335056),-1.2246913,11.9335056
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12662850024,"nodes",c(-1.2783998, 12.0560929),-1.2783998,12.0560929
"CSPS",NA,"clinic",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,9868732583,"nodes",c(-4.8577002, 10.800339),-4.8577002,10.800339
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12368535652,"nodes",c(1.881748, 12.0759447),1.881748,12.0759447
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9864220249,"nodes",c(-2.1036485, 12.3553901),-2.1036485,12.3553901
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13369855680,"nodes",c(-0.2336124, 12.1824258),-0.2336124,12.1824258
"Pharmacie Sissili",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,"survey;note 1971556",NA,7061825258,"nodes",c(-2.0983994, 11.1050958),-2.0983994,11.1050958
"Clinique Laurencia",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,"MapBox;survey",NA,2895836664,"nodes",c(-4.3172299, 11.1615538),-4.3172299,11.1615538
"CAMEG",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,2895862119,"nodes",c(-4.3145182, 11.1640572),-4.3145182,11.1640572
"Clinique Ophtalmologique la Providence",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,13142664001,"nodes",c(-1.5406474, 12.3563365),-1.5406474,12.3563365
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,13142898669,"nodes",c(-1.3144366, 12.071495),-1.3144366,12.071495
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12222557451,"nodes",c(-1.2473103, 12.0009061),-1.2473103,12.0009061
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12222558021,"nodes",c(-1.3122681, 11.9520006),-1.3122681,11.9520006
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12219407758,"nodes",c(-1.4045146, 11.8985117),-1.4045146,11.8985117
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12222294442,"nodes",c(-1.3584839, 11.9005825),-1.3584839,11.9005825
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,12219011573,"nodes",c(-1.4128241, 11.8169381),-1.4128241,11.8169381
"CAMEG",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,5940633685,"nodes",c(0.3510995, 12.0725387),0.3510995,12.0725387
"Clinic Aminat",NA,"clinic",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,11295422869,"nodes",c(-1.6365197, 12.3425489),-1.6365197,12.3425489
"CSPS de Koumenstenga-Mossi",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,6899257185,"nodes",c(-0.6563018, 12.941474),-0.6563018,12.941474
"CSPS de Nasséré",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,7123358611,"nodes",c(-1.3587937, 13.3230471),-1.3587937,13.3230471
